hgnc_id	symbol	name	entrez_id	ensembl_gene_id	uniprot_ids
HGNC:27465	ZNF740	zinc finger protein 740	283337	ENSG00000139651	Q8NDX6
HGNC:21948	ZNF746	zinc finger protein 746	155061	ENSG00000181220	Q6NUN9
HGNC:28350	ZNF747	zinc finger protein 747	65988	ENSG00000169955	Q9BV97
HGNC:55668	ZNF747-DT	ZNF747 divergent transcript	107984875	ENSG00000235560	
HGNC:32783	ZNF749	zinc finger protein 749	388567	ENSG00000186230	O43361
HGNC:25843	ZNF750	zinc finger protein 750	79755	ENSG00000141579	Q32MQ0
HGNC:23179	ZNF761	zinc finger protein 761	388561	ENSG00000160336	Q86XN6
HGNC:27614	ZNF763	zinc finger protein 763	284390	ENSG00000197054	Q0D2J5
HGNC:28200	ZNF764	zinc finger protein 764	92595	ENSG00000169951	Q96H86
HGNC:25092	ZNF765	zinc finger protein 765	91661	ENSG00000196417	Q7L2R6
HGNC:28063	ZNF766	zinc finger protein 766	90321	ENSG00000196214	Q5HY98
HGNC:21884	ZNF767P	zinc finger family member 767, pseudogene	79970	ENSG00000133624	Q75MW2
HGNC:26273	ZNF768	zinc finger protein 768	79724	ENSG00000169957	Q9H5H4
HGNC:26061	ZNF770	zinc finger protein 770	54989	ENSG00000198146	Q6IQ21
HGNC:29653	ZNF771	zinc finger protein 771	51333	ENSG00000179965	Q7L3S4
HGNC:33106	ZNF772	zinc finger protein 772	400720	ENSG00000197128	Q68DY9
HGNC:30487	ZNF773	zinc finger protein 773	374928	ENSG00000152439	Q6PK81
HGNC:33108	ZNF774	zinc finger protein 774	342132	ENSG00000196391	Q6NX45
HGNC:28501	ZNF775	zinc finger protein 775	285971	ENSG00000196456	Q96BV0
HGNC:41202	ZNF775-AS1	ZNF775 antisense RNA 1	105375564	ENSG00000239377	
HGNC:26765	ZNF776	zinc finger protein 776	284309	ENSG00000152443	Q68DI1
HGNC:22213	ZNF777	zinc finger protein 777	27153	ENSG00000196453	Q9ULD5
HGNC:26479	ZNF778	zinc finger protein 778	197320	ENSG00000170100	Q96MU6
HGNC:56034	ZNF778-DT	ZNF778 divergent transcript	123706547	ENSG00000259877	
HGNC:27603	ZNF780A	zinc finger protein 780A	284323	ENSG00000197782	O75290
HGNC:33109	ZNF780B	zinc finger protein 780B	163131	ENSG00000128000	Q9Y6R6
HGNC:26745	ZNF781	zinc finger protein 781	163115	ENSG00000196381	Q8N8C0
HGNC:33110	ZNF782	zinc finger protein 782	158431	ENSG00000196597	Q6ZMW2
HGNC:27222	ZNF783	zinc finger protein 783	100289678	ENSG00000204946	Q6ZMS7
HGNC:33111	ZNF784	zinc finger protein 784	147808	ENSG00000179922	Q8NCA9
HGNC:26496	ZNF785	zinc finger protein 785	146540	ENSG00000197162	A8K8V0
HGNC:21806	ZNF786	zinc finger protein 786	136051	ENSG00000197362	Q8N393
HGNC:26998	ZNF787	zinc finger protein 787	126208	ENSG00000142409	Q6DD87
HGNC:33112	ZNF788P	zinc finger family member 788, pseudogene	388507	ENSG00000214189	Q6ZQV5
HGNC:27801	ZNF789	zinc finger protein 789	285989	ENSG00000198556	Q5FWF6
HGNC:33114	ZNF790	zinc finger protein 790	388536	ENSG00000197863	Q6PG37
HGNC:27617	ZNF790-AS1	ZNF790 antisense RNA 1	284408	ENSG00000267254	
HGNC:26895	ZNF791	zinc finger protein 791	163049	ENSG00000173875	Q3KP31
HGNC:24751	ZNF792	zinc finger protein 792	126375	ENSG00000180884	Q3KQV3
HGNC:33115	ZNF793	zinc finger protein 793	390927	ENSG00000188227	Q6ZN11
HGNC:51303	ZNF793-AS1	ZNF793 antisense RNA 1	101927720	ENSG00000266916	
HGNC:28071	ZNF799	zinc finger protein 799	90576	ENSG00000196466	Q96GE5
HGNC:27267	ZNF800	zinc finger protein 800	168850	ENSG00000048405	Q2TB10
HGNC:21711	ZNF804A	zinc finger protein 804A	91752	ENSG00000170396	Q7Z570
HGNC:21958	ZNF804B	zinc finger protein 804B	219578	ENSG00000182348	A4D1E1
HGNC:23272	ZNF805	zinc finger protein 805	390980	ENSG00000204524	Q5CZA5
HGNC:33229	ZNF807P	zinc finger protein 807, pseudogene	100129800	ENSG00000248830	
HGNC:33230	ZNF808	zinc finger protein 808	388558	ENSG00000198482	Q8N4W9
HGNC:33242	ZNF812P	zinc finger protein 812, pseudogene	729648	ENSG00000224689	
HGNC:33257	ZNF813	zinc finger protein 813	126017	ENSG00000198346	Q6ZN06
HGNC:33258	ZNF814	zinc finger protein 814	730051	ENSG00000204514	B7Z6K7
HGNC:22029	ZNF815P	zinc finger protein 815, pseudogene	401303	ENSG00000235944	A8K554
HGNC:26995	ZNF816	zinc finger protein 816	125893	ENSG00000180257	Q0VGE8
HGNC:38879	ZNF816-ZNF321P	ZNF816-ZNF321P readthrough	100529240	ENSG00000221874	
HGNC:33265	ZNF818P	zinc finger protein 818, pseudogene	390963	ENSG00000269001	Q6ZRF7
HGNC:28043	ZNF821	zinc finger protein 821	55565	ENSG00000102984	O75541
HGNC:30936	ZNF823	zinc finger protein 823	55552	ENSG00000197933	P16415
HGNC:33875	ZNF826P	zinc finger protein 826, pseudogene	664701	ENSG00000231205	Q6ZT77
HGNC:27193	ZNF827	zinc finger protein 827	152485	ENSG00000151612	Q17R98
HGNC:34032	ZNF829	zinc finger protein 829	374899	ENSG00000185869	Q3KNS6
HGNC:28291	ZNF830	zinc finger protein 830	91603	ENSG00000198783	Q96NB3
HGNC:16167	ZNF831	zinc finger protein 831	128611	ENSG00000124203	Q5JPB2
HGNC:33819	ZNF833P	zinc finger protein 833, pseudogene	401898	ENSG00000267343	Q6ZTB9
HGNC:34332	ZNF835	zinc finger protein 835	90485	ENSG00000127903	Q9Y2P0
HGNC:34333	ZNF836	zinc finger protein 836	162962	ENSG00000196267	Q6ZNA1
HGNC:25164	ZNF837	zinc finger protein 837	116412	ENSG00000152475	Q96EG3
HGNC:20345	ZNF839	zinc finger protein 839	55778	ENSG00000022976	A8K0R7
HGNC:38455	ZNF839P1	zinc finger protein 839 pseudogene 1	100419733	ENSG00000217896	
HGNC:34344	ZNF840P	zinc finger protein 840, pseudogene	100533646	ENSG00000184617	A6NDX5
HGNC:27611	ZNF841	zinc finger protein 841	284371	ENSG00000197608	Q6ZN19
HGNC:28710	ZNF843	zinc finger protein 843	283933	ENSG00000176723	Q8N446
HGNC:25932	ZNF844	zinc finger protein 844	284391	ENSG00000223547	Q08AG5
HGNC:25112	ZNF845	zinc finger protein 845	91664	ENSG00000213799	Q96IR2
HGNC:27260	ZNF846	zinc finger protein 846	162993	ENSG00000196605	Q147U1
HGNC:34384	ZNF847P	zinc finger protein 847, pseudogene	401983	ENSG00000215812	
HGNC:34387	ZNF848P	zinc finger protein 848, pseudogene	100380945		
HGNC:34389	ZNF849P	zinc finger protein 849, pseudogene	100130108	ENSG00000198153	
HGNC:27994	ZNF850	zinc finger protein 850	342892	ENSG00000267041	A8MQ14
HGNC:27713	ZNF852	zinc finger protein 852	285346	ENSG00000178917	Q6ZMS4
HGNC:21767	ZNF853	zinc finger protein 853	54753	ENSG00000236609	P0CG23
HGNC:34507	ZNF859P	zinc finger protein 859, pseudogene	100507490	ENSG00000215887	
HGNC:34513	ZNF860	zinc finger protein 860	344787	ENSG00000197385	A6NHJ4
HGNC:34514	ZNF861P	zinc finger protein 861, pseudogene	100302737	ENSG00000267235	O60384
HGNC:34519	ZNF862	zinc finger protein 862	643641	ENSG00000106479	O60290
HGNC:35156	ZNF863P	zinc finger protein 863, pseudogene	100419682	ENSG00000236538	
HGNC:38705	ZNF865	zinc finger protein 865	100507290	ENSG00000261221	P0CJ78
HGNC:4928	ZNF875	zinc finger protein 875	284459	ENSG00000181666	P10072
HGNC:32472	ZNF876P	zinc finger protein 876, pseudogene	642280	ENSG00000198155	Q49A33
HGNC:38697	ZNF877P	zinc finger protein 877, pseudogene	100873811	ENSG00000226875	
HGNC:37246	ZNF878	zinc finger protein 878	729747	ENSG00000257446	C9JN71
HGNC:37273	ZNF879	zinc finger protein 879	345462	ENSG00000234284	B4DU55
HGNC:37249	ZNF880	zinc finger protein 880	400713	ENSG00000221923	Q6PDB4
HGNC:27271	ZNF883	zinc finger protein 883	169834	ENSG00000228623	P0CG24
HGNC:38421	ZNF884P	zinc finger protein 884, pseudogene	100419729		
HGNC:38456	ZNF885P	zinc finger protein 885, pseudogene	100419734	ENSG00000228764	
HGNC:38420	ZNF886P	zinc finger protein 886, pseudogene	100419728	ENSG00000232522	
HGNC:38700	ZNF887P	zinc finger protein 887, pseudogene	100419709	ENSG00000267500	
HGNC:38695	ZNF888	zinc finger protein 888	388559	ENSG00000213793	P0CJ79
HGNC:56044	ZNF888-AS1	ZNF888 antisense RNA 1	123706511	ENSG00000269646	
HGNC:38691	ZNF890P	zinc finger protein 890, pseudogene	645700	ENSG00000159904	
HGNC:38709	ZNF891	zinc finger protein 891	101060200	ENSG00000214029	A8MT65
HGNC:38707	ZNF892	zinc finger protein 892	344065	ENSG00000233757	A0A087WUV0
HGNC:39250	ZNF962P	zinc finger protein 962, pseudogene	729501	ENSG00000215604	
HGNC:42025	ZNF965P	zinc finger protein 965, pseudogene	100132598	ENSG00000227784	
HGNC:44091	ZNF968P	zinc finger protein 968, pseudogene	100419756		
HGNC:44211	ZNF969P	zinc finger protein 969, pseudogene	100130995	ENSG00000251046	
HGNC:44511	ZNF970P	zinc finger protein 970, pseudogene	105369729	ENSG00000258368	
HGNC:51848	ZNF971P	zinc finger protein 971, pseudogene	100419895	ENSG00000214581	
HGNC:29271	ZNFX1	zinc finger NFX1-type containing 1	57169	ENSG00000124201	Q9P2E3
HGNC:17134	ZNG1A	Zn regulated GTPase metalloprotein activator 1A	55871	ENSG00000172785	Q9BRT8
HGNC:17907	ZNG1B	Zn regulated GTPase metalloprotein activator 1B	150472	ENSG00000136682	Q8IUF1
HGNC:18519	ZNG1C	Zn regulated GTPase metalloprotein activator 1C	445571	ENSG00000196873	Q5JTY5
HGNC:18520	ZNG1DP	Zn regulated GTPase metalloprotein activator 1D, pseudogene	653510	ENSG00000204778	
HGNC:24584	ZNG1E	Zn regulated GTPase metalloprotein activator 1E	220869	ENSG00000147996	Q5RIA9
HGNC:31978	ZNG1F	Zn regulated GTPase metalloprotein activator 1F	644019	ENSG00000215126	Q4V339
HGNC:21688	ZNHIT1	zinc finger HIT-type containing 1	10467	ENSG00000106400	O43257
HGNC:44474	ZNHIT1P1	zinc finger HIT-type containing 1 pseudogene 1	100288248	ENSG00000253421	
HGNC:1177	ZNHIT2	zinc finger HIT-type containing 2	741	ENSG00000174276	Q9UHR6
HGNC:12309	ZNHIT3	zinc finger HIT-type containing 3	9326	ENSG00000273611	Q15649
HGNC:26089	ZNHIT6	zinc finger HIT-type containing 6	54680	ENSG00000117174	Q9NWK9
HGNC:54438	ZNNT1	ZNF706 neighboring transcript 1	115830329	ENSG00000261087	
HGNC:11328	ZNRD2	zinc ribbon domain containing 2	10534	ENSG00000173465	O60232
HGNC:27384	ZNRD2-DT	ZNRD2 divergent transcript	254100	ENSG00000260233	
HGNC:18452	ZNRF1	zinc and ring finger 1	84937	ENSG00000186187	Q8ND25
HGNC:22316	ZNRF2	zinc and ring finger 2	223082	ENSG00000180233	Q8NHG8
HGNC:42792	ZNRF2P1	zinc and ring finger 2 pseudogene 1	441208	ENSG00000237004	
HGNC:42793	ZNRF2P2	zinc and ring finger 2 pseudogene 2	100271874	ENSG00000225264	
HGNC:45113	ZNRF2P3	zinc and ring finger 2 pseudogene 3	100130879	ENSG00000235924	
HGNC:18126	ZNRF3	zinc and ring finger 3	84133	ENSG00000183579	Q9ULT6
HGNC:41927	ZNRF3-AS1	ZNRF3 antisense RNA 1	100874123	ENSG00000177993	
HGNC:41440	ZNRF3-IT1	ZNRF3 intronic transcript 1	100874339	ENSG00000235786	
HGNC:17726	ZNRF4	zinc and ring finger 4	148066	ENSG00000105428	Q8WWF5
HGNC:13187	ZP1	zona pellucida glycoprotein 1	22917	ENSG00000149506	P60852
HGNC:13188	ZP2	zona pellucida glycoprotein 2	7783	ENSG00000103310	Q05996
HGNC:13189	ZP3	zona pellucida glycoprotein 3	7784	ENSG00000188372	P21754
HGNC:50856	ZP3P1	ZP3 pseudogene 1	100421623	ENSG00000250013	
HGNC:50857	ZP3P2	ZP3 pseudogene 2	100421642	ENSG00000226066	
HGNC:15770	ZP4	zona pellucida glycoprotein 4	57829	ENSG00000116996	Q12836
HGNC:51635	ZPAXP	zona pellucida glycoprotein AX, pseudogene	105373450		
HGNC:15662	ZPBP	zona pellucida binding protein	11055	ENSG00000042813	Q9BS86
HGNC:20678	ZPBP2	zona pellucida binding protein 2	124626	ENSG00000186075	Q6X784
HGNC:27022	ZPLD1	zona pellucida like domain containing 1	131368	ENSG00000170044	Q8TCW7
HGNC:54510	ZPLD2P	zona pellucida like domain containing 2, pseudogene	101928303	ENSG00000236155	
HGNC:13051	ZPR1	ZPR1 zinc finger	8882	ENSG00000109917	O75312
HGNC:13052	ZPR1P1	ZPR1 pseudogene 1	442240	ENSG00000219565	
HGNC:18224	ZRANB1	zinc finger RANBP2-type containing 1	54764	ENSG00000019995	Q9UGI0
HGNC:13058	ZRANB2	zinc finger RANBP2-type containing 2	9406	ENSG00000132485	O95218
HGNC:43594	ZRANB2-AS1	ZRANB2 antisense RNA 1	100132618	ENSG00000235079	
HGNC:43595	ZRANB2-DT	ZRANB2 divergent transcript	100852410	ENSG00000229956	
HGNC:25249	ZRANB3	zinc finger RANBP2-type containing 3	84083	ENSG00000121988	Q5FWF4
HGNC:23019	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	8233	ENSG00000169249	Q15696
HGNC:12456	ZRSR2P1	ZRSR2 pseudogene 1	7310	ENSG00000212643	Q15695
HGNC:23712	ZSCAN1	zinc finger and SCAN domain containing 1	284312	ENSG00000152467	Q8NBB4
HGNC:20994	ZSCAN2	zinc finger and SCAN domain containing 2	54993	ENSG00000176371	Q7Z7L9
HGNC:56673	ZSCAN2-AS1	ZSCAN2 antisense RNA 1	128193291	ENSG00000275120	
HGNC:23709	ZSCAN4	zinc finger and SCAN domain containing 4	201516	ENSG00000180532	Q8NAM6
HGNC:23710	ZSCAN5A	zinc finger and SCAN domain containing 5A	79149	ENSG00000131848	Q9BUG6
HGNC:55294	ZSCAN5A-AS1	ZSCAN5A antisense RNA 1	112268243	ENSG00000267549	
HGNC:34246	ZSCAN5B	zinc finger and SCAN domain containing 5B	342933	ENSG00000197213	A6NJL1
HGNC:34294	ZSCAN5C	zinc finger and SCAN domain containing 5C	649137	ENSG00000204532	A6NGD5
HGNC:37706	ZSCAN5DP	zinc finger and SCAN domain containing 5D pseudogene	646698	ENSG00000267908	P0CG00
HGNC:12984	ZSCAN9	zinc finger and SCAN domain containing 9	7746	ENSG00000137185	O15535
HGNC:12997	ZSCAN10	zinc finger and SCAN domain containing 10	84891	ENSG00000130182	Q96SZ4
HGNC:13172	ZSCAN12	zinc finger and SCAN domain containing 12	9753	ENSG00000158691	O43309
HGNC:13850	ZSCAN12P1	zinc finger and SCAN domain containing 12 pseudogene 1	221584	ENSG00000219891	
HGNC:20813	ZSCAN16	zinc finger and SCAN domain containing 16	80345	ENSG00000196812	Q9H4T2
HGNC:48982	ZSCAN16-AS1	ZSCAN16 antisense RNA 1	100129195	ENSG00000269293	
HGNC:21037	ZSCAN18	zinc finger and SCAN domain containing 18	65982	ENSG00000121413	Q8TBC5
HGNC:13093	ZSCAN20	zinc finger and SCAN domain containing 20	7579	ENSG00000121903	P17040
HGNC:13104	ZSCAN21	zinc finger and SCAN domain containing 21	7589	ENSG00000166529	Q9Y5A6
HGNC:4929	ZSCAN22	zinc finger and SCAN domain containing 22	342945	ENSG00000182318	P10073
HGNC:21193	ZSCAN23	zinc finger and SCAN domain containing 23	222696	ENSG00000187987	Q3MJ62
HGNC:21961	ZSCAN25	zinc finger and SCAN domain containing 25	221785	ENSG00000197037	Q6NSZ9
HGNC:12978	ZSCAN26	zinc finger and SCAN domain containing 26	7741	ENSG00000197062	Q16670
HGNC:26673	ZSCAN29	zinc finger and SCAN domain containing 29	146050	ENSG00000140265	Q8IWY8
HGNC:33517	ZSCAN30	zinc finger and SCAN domain containing 30	100101467	ENSG00000186814	Q86W11
HGNC:14097	ZSCAN31	zinc finger and SCAN domain containing 31	64288	ENSG00000235109	Q96LW9
HGNC:20812	ZSCAN32	zinc finger and SCAN domain containing 32	54925	ENSG00000140987	Q9NX65
HGNC:16155	ZSWIM1	zinc finger SWIM-type containing 1	90204	ENSG00000168612	Q9BR11
HGNC:30990	ZSWIM2	zinc finger SWIM-type containing 2	151112	ENSG00000163012	Q8NEG5
HGNC:16157	ZSWIM3	zinc finger SWIM-type containing 3	140831	ENSG00000132801	Q96MP5
HGNC:25704	ZSWIM4	zinc finger SWIM-type containing 4	65249	ENSG00000132003	Q9H7M6
HGNC:29299	ZSWIM5	zinc finger SWIM-type containing 5	57643	ENSG00000162415	Q9P217
HGNC:43768	ZSWIM5P1	zinc finger SWIM-type containing 5 pseudogene 1	100130110	ENSG00000235430	
HGNC:43769	ZSWIM5P2	zinc finger SWIM-type containing 5 pseudogene 2	100132201	ENSG00000231258	
HGNC:43770	ZSWIM5P3	zinc finger SWIM-type containing 5 pseudogene 3	391697	ENSG00000248958	
HGNC:29316	ZSWIM6	zinc finger SWIM-type containing 6	57688	ENSG00000130449	Q9HCJ5
HGNC:26993	ZSWIM7	zinc finger SWIM-type containing 7	125150	ENSG00000214941	Q19AV6
HGNC:23528	ZSWIM8	zinc finger SWIM-type containing 8	23053	ENSG00000214655	A7E2V4
HGNC:45103	ZSWIM8-AS1	ZSWIM8 antisense RNA 1	100507331	ENSG00000272589	
HGNC:34495	ZSWIM9	zinc finger SWIM-type containing 9	374920	ENSG00000185453	Q86XI8
HGNC:21224	ZUP1	zinc finger containing ubiquitin peptidase 1	221302	ENSG00000153975	Q96AP4
HGNC:13194	ZW10	zw10 kinetochore protein	9183	ENSG00000086827	O43264
HGNC:25468	ZWILCH	zwilch kinetochore protein	55055	ENSG00000174442	Q9H900
HGNC:13195	ZWINT	ZW10 interacting kinetochore protein	11130	ENSG00000122952	O95229
HGNC:13198	ZXDA	zinc finger X-linked duplicated A	7789	ENSG00000198205	P98168
HGNC:13199	ZXDB	zinc finger X-linked duplicated B	158586	ENSG00000198455	P98169
HGNC:28160	ZXDC	ZXD family zinc finger C	79364	ENSG00000070476	Q2QGD7
HGNC:32058	ZYG11A	zyg-11 family member A, cell cycle regulator	440590	ENSG00000203995	Q6WRX3
HGNC:38032	ZYG11AP1	zyg-11 family member A, cell cycle regulator pseudogene 1	100131879	ENSG00000232242	
HGNC:25820	ZYG11B	zyg-11 family member B, cell cycle regulator	79699	ENSG00000162378	Q9C0D3
HGNC:13200	ZYX	zyxin	7791	ENSG00000159840	Q15942
HGNC:51695	ZYXP1	zyxin pseudogene 1	106480342	ENSG00000274572	
HGNC:29027	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	23140	ENSG00000074755	O43149
HGNC:24523	ZZZ3	zinc finger ZZ-type containing 3	26009	ENSG00000036549	Q8IYH5
HGNC:10625	CCL26	C-C motif chemokine ligand 26	10344	ENSG00000006606	Q9Y258
HGNC:10626	CCL27	C-C motif chemokine ligand 27	10850	ENSG00000213927	Q9Y4X3
HGNC:17700	CCL28	C-C motif chemokine ligand 28	56477	ENSG00000151882	Q9NRJ3
HGNC:21708	CCM2	CCM2 scaffold protein	83605	ENSG00000136280	Q9BSQ5
HGNC:16153	CCM2L	CCM2 like scaffold protein	140706	ENSG00000101331	Q9NUG4
HGNC:58356	CCM2L-AS1	CCM2L antisense RNA 1		ENSG00000226239	
HGNC:2654	CCN1	cellular communication network factor 1	3491	ENSG00000142871	O00622
HGNC:2500	CCN2	cellular communication network factor 2	1490	ENSG00000118523	P29279
HGNC:40164	CCN2-AS1	CCN2 antisense RNA 1	122152366	ENSG00000227220	
HGNC:7885	CCN3	cellular communication network factor 3	4856	ENSG00000136999	P48745
HGNC:12769	CCN4	cellular communication network factor 4	8840	ENSG00000104415	O95388
HGNC:12770	CCN5	cellular communication network factor 5	8839	ENSG00000064205	O76076
HGNC:12771	CCN6	cellular communication network factor 6	8838	ENSG00000112761	O95389
HGNC:1577	CCNA1	cyclin A1	8900	ENSG00000133101	P78396
HGNC:1578	CCNA2	cyclin A2	890	ENSG00000145386	P20248
HGNC:1579	CCNB1	cyclin B1	891	ENSG00000134057	P14635
HGNC:19437	CCNB1IP1	cyclin B1 interacting protein 1	57820	ENSG00000100814	Q9NPC3
HGNC:37693	CCNB1IP1P1	cyclin B1 interacting protein 1 pseudogene 1	728887	ENSG00000229815	
HGNC:37694	CCNB1IP1P2	cyclin B1 interacting protein 1 pseudogene 2	100505892	ENSG00000230860	
HGNC:37695	CCNB1IP1P3	cyclin B1 interacting protein 1 pseudogene 3	100128456	ENSG00000231001	
HGNC:1580	CCNB2	cyclin B2	9133	ENSG00000157456	O95067
HGNC:50850	CCNB2P1	cyclin B2 pseudogene 1	100132073	ENSG00000214998	
HGNC:18709	CCNB3	cyclin B3	85417	ENSG00000147082	Q8WWL7
HGNC:50851	CCNB3P1	cyclin B3 pseudogene 1	100131678	ENSG00000249616	
HGNC:1581	CCNC	cyclin C	892	ENSG00000112237	P24863
HGNC:1582	CCND1	cyclin D1	595	ENSG00000110092	P24385
HGNC:1583	CCND2	cyclin D2	894	ENSG00000118971	P30279
HGNC:49398	CCND2-AS1	CCND2 antisense RNA 1	103752584	ENSG00000255920	
HGNC:1584	CCND2P1	cyclin D2 pseudogene 1	895	ENSG00000256847	
HGNC:1585	CCND3	cyclin D3	896	ENSG00000112576	P30281
HGNC:1586	CCND3P1	cyclin D3 pseudogene 1	897	ENSG00000224473	
HGNC:50852	CCND3P2	cyclin D3 pseudogene 2	106480307	ENSG00000265836	
HGNC:1587	CCNDBP1	cyclin D1 binding protein 1	23582	ENSG00000166946	O95273
HGNC:1589	CCNE1	cyclin E1	898	ENSG00000105173	P24864
HGNC:1590	CCNE2	cyclin E2	9134	ENSG00000175305	O96020
HGNC:1591	CCNF	cyclin F	899	ENSG00000162063	P41002
HGNC:1592	CCNG1	cyclin G1	900	ENSG00000113328	P51959
HGNC:39177	CCNG1P1	cyclin G1 pseudogene 1	100130820	ENSG00000218991	
HGNC:1593	CCNG2	cyclin G2	901	ENSG00000138764	Q16589
HGNC:50853	CCNG2P1	cyclin G2 pseudogene 1	100128681	ENSG00000258112	
HGNC:1594	CCNH	cyclin H	902	ENSG00000134480	P51946
HGNC:50854	CCNHP1	cyclin H pseudogene 1	100128118	ENSG00000251433	
HGNC:1595	CCNI	cyclin I	10983	ENSG00000118816	Q14094
HGNC:33869	CCNI2	cyclin I family member 2	645121	ENSG00000205089	Q6ZMN8
HGNC:23434	CCNJ	cyclin J	54619	ENSG00000107443	Q5T5M9
HGNC:25876	CCNJL	cyclin J like	79616	ENSG00000135083	Q8IV13
HGNC:22512	CCNJP1	cyclin J pseudogene 1	100128459	ENSG00000227491	
HGNC:37997	CCNJP2	cyclin J pseudogene 2	100418724	ENSG00000223896	
HGNC:1596	CCNK	cyclin K	8812	ENSG00000090061	O75909
HGNC:20569	CCNL1	cyclin L1	57018	ENSG00000163660	Q9UK58
HGNC:20570	CCNL2	cyclin L2	81669	ENSG00000221978	Q96S94
HGNC:50855	CCNL2P1	cyclin L2 pseudogene 1	100418743	ENSG00000248283	
HGNC:18576	CCNO	cyclin O	10309	ENSG00000152669	P22674
HGNC:55543	CCNO-DT	CCNO divergent transcript	121009647	ENSG00000251307	
HGNC:25805	CCNP	cyclin P	79935	ENSG00000105219	Q9H8S5
HGNC:28434	CCNQ	cyclin Q	92002	ENSG00000262919	Q8N1B3
HGNC:27373	CCNQP1	CCNQ pseudogene 1	339521	ENSG00000233827	
HGNC:38436	CCNQP2	CCNQ pseudogene 2	100421487	ENSG00000231514	
HGNC:42022	CCNQP3	CCNQ pseudogene 3	100421566	ENSG00000231184	
HGNC:1599	CCNT1	cyclin T1	904	ENSG00000129315	O60563
HGNC:1600	CCNT2	cyclin T2	905	ENSG00000082258	O60583
HGNC:40130	CCNT2-AS1	CCNT2 antisense RNA 1	100129961	ENSG00000224043	
HGNC:39178	CCNT2P1	cyclin T2 pseudogene 1	100418763	ENSG00000225672	
HGNC:23354	CCNY	cyclin Y	219771	ENSG00000108100	Q8ND76
HGNC:55252	CCNY-AS1	CCNY antisense RNA 1	118732302	ENSG00000271335	
HGNC:26868	CCNYL1	cyclin Y like 1	151195	ENSG00000163249	Q8N7R7
HGNC:56313	CCNYL1B	cyclin Y like 1B	102724485	ENSG00000284209	A0A8V8TMC4
HGNC:23495	CCNYL2	cyclin Y like 2 (pseudogene)	414194	ENSG00000182632	Q5T2Q4
HGNC:33206	CCNYL3	cyclin Y like 3 (pseudogene)	102724928	ENSG00000216671	P0C7X3
HGNC:54655	CCNYL4	cyclin Y like 4 (pseudogene)	100129055	ENSG00000224761	
HGNC:54656	CCNYL5	cyclin Y like 5 (pseudogene)	100130724	ENSG00000230039	
HGNC:54657	CCNYL6	cyclin Y like 6 (pseudogene)	641367	ENSG00000269845	
HGNC:54659	CCNYL7	cyclin Y like 7 (pseudogene)	100419017	ENSG00000261528	
HGNC:24342	CCP110	centriolar coiled-coil protein 110	9738	ENSG00000103540	O43303
HGNC:24227	CCPG1	cell cycle progression 1	9236	ENSG00000260916	Q9ULG6
HGNC:1602	CCR1	C-C motif chemokine receptor 1	1230	ENSG00000163823	P32246
HGNC:1603	CCR2	C-C motif chemokine receptor 2	729230	ENSG00000121807	P41597
HGNC:1604	CCR3	C-C motif chemokine receptor 3	1232	ENSG00000183625	P51677
HGNC:1605	CCR4	C-C motif chemokine receptor 4	1233	ENSG00000183813	P51679
HGNC:1606	CCR5	C-C motif chemokine receptor 5	1234	ENSG00000160791	P51681
HGNC:54398	CCR5AS	CCR5 antisense RNA	102724297	ENSG00000223552	
HGNC:1607	CCR6	C-C motif chemokine receptor 6	1235	ENSG00000112486	P51684
HGNC:1608	CCR7	C-C motif chemokine receptor 7	1236	ENSG00000126353	P32248
HGNC:1609	CCR8	C-C motif chemokine receptor 8	1237	ENSG00000179934	P51685
HGNC:1610	CCR9	C-C motif chemokine receptor 9	10803	ENSG00000173585	P51686
HGNC:4474	CCR10	C-C motif chemokine receptor 10	2826	ENSG00000184451	P46092
HGNC:39812	CCR12P	C-C motif chemokine receptor 12, pseudogene	100133168	ENSG00000238241	
HGNC:1612	CCRL2	C-C motif chemokine receptor like 2	9034	ENSG00000121797	O00421
HGNC:1613	CCS	copper chaperone for superoxide dismutase	9973	ENSG00000173992	O14618
HGNC:29578	CCSAP	centriole, cilia and spindle associated protein	126731	ENSG00000154429	Q6IQ19
HGNC:29349	CCSER1	coiled-coil serine rich protein 1	401145	ENSG00000184305	Q9C0I3
HGNC:29197	CCSER2	coiled-coil serine rich protein 2	54462	ENSG00000107771	Q9H7U1
HGNC:56795	CCSER2P1	CCSER2 pseudogene 1	100127962	ENSG00000235901	
HGNC:1615	CCT2	chaperonin containing TCP1 subunit 2	10576	ENSG00000166226	P78371
HGNC:1616	CCT3	chaperonin containing TCP1 subunit 3	7203	ENSG00000163468	P49368
HGNC:35129	CCT3P1	chaperonin containing TCP1 subunit 3 pseudogene 1	646440	ENSG00000253951	
HGNC:1617	CCT4	chaperonin containing TCP1 subunit 4	10575	ENSG00000115484	P50991
HGNC:35151	CCT4P1	chaperonin containing TCP1 subunit 4 pseudogene 1	650172	ENSG00000242703	
HGNC:35141	CCT4P2	chaperonin containing TCP1 subunit 4 pseudogene 2	100131638	ENSG00000225569	
